"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Aditya Birla Sun Life New Millennium Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Sector - Technology","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE Teck","Jan 01, 2013","10.1","21.1","26.7","32.4","16.0","10.9","18.9","3","1","1","2","1","1","2","0.9","-2.0","6.9","-2.1","11.3","0.7","4.0","-6.2","8.3","-4.8","3.4","-7.0","9.0","14.0","21.1","17.2","2.3","2.6","-1.2","16.8","23.6","-2.8","11.5","22.4","50.3","47.83 (Jan 17, 18)","34.26 (Feb 01, 17)","Infosys","HCL Tech","Bharti Airtel","Tech Mahindra","NIIT Tech","Sterlite Techno","TCS","Sonata","L&T Infotech","Cyient","Technology","Technology","Telecom","Technology","Technology","Telecom","Technology","Technology","Technology","Technology","1.62","0.61","0.60","0.59","0.41","0.39","0.37","0.29","0.27","0.26","24.26","9.08","9.00","8.81","6.11","5.86","5.58","4.39","4.07","3.89",98.08,0.22,0,"N.A",0,1.7,"57.26","81.05","96.90","Technology","Telecom","Media","Miscellaneous","-","-","71.34","19.37","6.19","1.18","-","-","87.38","1.05","6.69","0.00","-","-","87.38","1.05","6.69","0.00","-","-","Dec-17","6.7","Sep-17","5.1","Jun-17","4.2","Mar-17","3.2","Dec-16","3.0","Sep-16","2.9","Jun-16","3.1","Mar-16","2.7","Dec-15","3.6","Sep-15","3.4","Jun-15","3.4","Mar-15","3.6","Dec-14","3.0","Sep-14","2.8","Jun-14","3.2","Mar-14","2.8","Dec-13","0.5","Sep-13","0.2","Jun-13","0.1","Mar-13","0.0","6.7","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Nifty Exchange Traded Fund ","Aditya Birla Sun Life Mutual Fund","Index","Open-Ended","Dividend",5000,"N.A.","N.A.","N.A.","N.A.","","Jul 18, 2011","4.2","6.3","10.5","29.7","22.6","9.7","13.5","42","31","26","30","20","20","11","12.1","-2.4","2.8","6.5","-4.4","3.5","8.0","-2.0","12.9","3.1","2.2","3.8","-5.5","5.2","-2.4","7.0","-6.0","0.2","4.1","8.9","29.8","4.4","-2.5","31.9","7.0","115.34 (Jan 18, 18)","88.26 (Jan 20, 17)","HDFC Bank","Reliance","HDFC","ITC","ICICI Bank","Infosys","Larsen","TCS","Maruti Suzuki","SBI","Banking/Finance","Oil & Gas","Banking/Finance","Tobacco","Banking/Finance","Technology","Engineering","Technology","Automotive","Banking/Finance","20.74","16.68","14.85","12.23","10.99","10.59","8.46","7.86","7.19","6.28","9.38","7.55","6.72","5.53","4.97","4.79","3.83","3.56","3.25","2.84",99.05,0,0,"N.A",0,0.95,"34.15","52.42","58.13","Banking/Finance","Oil & Gas","Technology","Automotive","Tobacco","Engineering","34.33","12.46","11.34","10.82","5.53","4.65","30.84","8.91","12.74","11.96","6.83","4.94","30.84","8.91","12.74","11.96","6.83","4.94","Dec-17","135.4","Sep-17","130.3","Jun-17","123.3","Mar-17","182.0","Dec-16","172.8","Sep-16","182.0","Jun-16","47.1","Mar-16","24.6","Dec-15","12.2","Sep-15","2.2","Jun-15","2.0","Mar-15","2.0","Dec-14","1.6","Sep-14","1.5","Jun-14","1.4","Mar-14","1.2","Dec-13","1.2","Sep-13","1.1","Jun-13","1.1","Mar-13","1.4","221.0","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Pure Value Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Jan 01, 2013","5.4","9.2","27.4","50.0","38.5","22.1","30.7","53","89","4","25","9","20","7","18.0","-6.2","-1.1","14.7","-7.9","1.1","9.0","-2.7","51.6","-0.6","11.1","14.2","0.4","-1.1","-2.9","15.2","-10.3","5.6","14.4","16.8","56.8","8.7","4.6","97.6","4.8","74.19 (Jan 15, 18)","47.22 (Jan 20, 17)","HPCL","Guj Alkali","Tata Global Bev","Tata Chemicals","Chennai Petro","GAIL","SAIL","Bata India","MRPL","GNFC","Oil & Gas","Chemicals","Food & Beverage","Chemicals","Oil & Gas","Oil & Gas","Metals & Mining","Cons NonDurable","Oil & Gas","Chemicals","22.00","16.91","15.31","15.08","12.58","12.04","11.93","10.18","9.50","9.16","5.79","4.45","4.03","3.97","3.31","3.17","3.14","2.68","2.50","2.41",97.02,0.4,0,"N.A",0,2.55,"21.55","35.45","46.72","Chemicals","Oil & Gas","Manufacturing","Metals & Mining","Cement","Miscellaneous","19.43","17.86","9.43","8.48","5.08","4.48","16.77","23.15","5.11","5.48","8.02","1.91","16.77","23.15","5.11","5.48","8.02","1.91","Dec-17","379.9","Sep-17","307.8","Jun-17","269.2","Mar-17","166.3","Dec-16","112.2","Sep-16","80.4","Jun-16","62.0","Mar-16","52.3","Dec-15","51.0","Sep-15","51.1","Jun-15","51.7","Mar-15","51.7","Dec-14","41.7","Sep-14","31.7","Jun-14","11.4","Mar-14","1.4","Dec-13","0.5","Sep-13","0.1","Jun-13","0.1","Mar-13","0.0","379.9","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Pure Value Fund (G) ","Aditya Birla Sun Life Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Mar 01, 2008","5.3","8.8","26.6","48.2","37.0","20.9","29.6","61","98","7","35","12","22","12","17.7","-6.4","-1.3","14.4","-8.0","0.8","8.8","-3.0","51.4","-0.8","10.7","13.9","0.2","-1.3","-3.1","14.8","-10.5","5.3","14.2","16.6","55.0","7.7","3.6","96.1","4.3","70.98 (Jan 15, 18)","45.72 (Jan 20, 17)","HPCL","Guj Alkali","Tata Global Bev","Tata Chemicals","Chennai Petro","GAIL","SAIL","Bata India","MRPL","GNFC","Oil & Gas","Chemicals","Food & Beverage","Chemicals","Oil & Gas","Oil & Gas","Metals & Mining","Cons NonDurable","Oil & Gas","Chemicals","104.27","80.14","72.57","71.49","59.61","57.09","56.55","48.26","45.02","43.40","5.79","4.45","4.03","3.97","3.31","3.17","3.14","2.68","2.50","2.41",97.02,0.4,0,"N.A",0,2.55,"21.55","35.45","46.72","Chemicals","Oil & Gas","Manufacturing","Metals & Mining","Cement","Miscellaneous","19.43","17.86","9.43","8.48","5.08","4.48","16.77","23.15","5.11","5.48","8.02","1.91","16.77","23.15","5.11","5.48","8.02","1.91","Dec-17","1,800.8","Sep-17","1,232.6","Jun-17","971.7","Mar-17","688.8","Dec-16","545.8","Sep-16","455.7","Jun-16","378.0","Mar-16","340.8","Dec-15","355.2","Sep-15","359.3","Jun-15","369.1","Mar-15","367.1","Dec-14","299.4","Sep-14","229.7","Jun-14","97.7","Mar-14","43.7","Dec-13","40.6","Sep-13","39.3","Jun-13","44.9","Mar-13","50.9","1,800.8","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Savings Fund - Direct Plan (G)  ","Aditya Birla Sun Life Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.4","1.3","3.1","6.9","8.3","8.5","9.0","99","75","67","54","35","31","12","1.7","2.2","2.3","2.5","2.0","1.9","2.0","2.0","2.3","2.2","1.9","2.6","2.2","2.2","2.1","1.3","1.8","1.9","2.3","2.5","7.2","9.3","9.0","9.7","9.5","338.40 (Jan 18, 18)","316.45 (Jan 18, 17)","7.70% Tata Power Company Limited (02/08/2019) **","8.05% Vodafone Mobile Services Limited (10/07/2018) ** #","8.12% Power Finance Corporation Limited (20/11/2019) (FRN) **","7.07% National Bank For Agriculture and Rural Development (01/06/2020) **","8.55% Reliance Jio Infocomm Limited (31/07/2018)","Dewan Housing Finance Corporation Limited (25/11/2018) (ZCB) **","9.05% Piramal Finance Limited (09/08/2019) **","7.07% National Bank For Agriculture and Rural Development (25/05/2020) **","8.10% Reliance Jio Infocomm Limited (29/04/2019)","7.00% National Bank For Agriculture and Rural Development (20/03/2020) **","ICRA AA-","IND AA+","CRISIL AAA","IND AAA","CRISIL AAA","CARE AAA","ICRA AA","IND AAA","CRISIL AAA","CRISIL AAA","889.05","308.28","293.14","272.49","264.24","250.47","240.84","221.57","206.43","205.06","6.46","2.24","2.13","1.98","1.92","1.82","1.75","1.61","1.50","1.49",0,0,82.46,"N.A",17.25,0.23,"14.73","22.90","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","13,382.1","Jun-17","10,996.1","Mar-17","9,447.2","Dec-16","8,517.8","Dec-16","515.3","Sep-16","9,777.9","Jun-16","7,115.5","Mar-16","5,708.0","Dec-15","6,065.9","Sep-15","5,640.5","Jun-15","4,622.6","Mar-15","5,994.4","Dec-14","5,784.7","Sep-14","3,385.7","Jun-14","2,859.9","Mar-14","1,791.1","Dec-13","1,495.2","Sep-13","1,339.1","Jun-13","1,589.9","Mar-13","940.6","10,000.0","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Savings Fund - Institutional (G) (Plan C) ","Aditya Birla Sun Life Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Apr 16, 2003","0.4","1.3","3.0","6.8","8.2","8.4","8.9","106","94","76","66","43","39","19","1.6","2.2","2.2","2.4","2.0","1.9","2.0","2.0","2.3","2.1","1.8","2.5","2.2","2.1","2.1","1.3","1.8","1.9","2.3","2.5","7.0","9.2","8.9","9.6","9.5","336.49 (Jan 18, 18)","315.10 (Jan 18, 17)","7.70% Tata Power Company Limited (02/08/2019) **","8.05% Vodafone Mobile Services Limited (10/07/2018) ** #","8.12% Power Finance Corporation Limited (20/11/2019) (FRN) **","7.07% National Bank For Agriculture and Rural Development (01/06/2020) **","8.55% Reliance Jio Infocomm Limited (31/07/2018)","Dewan Housing Finance Corporation Limited (25/11/2018) (ZCB) **","9.05% Piramal Finance Limited (09/08/2019) **","7.07% National Bank For Agriculture and Rural Development (25/05/2020) **","8.10% Reliance Jio Infocomm Limited (29/04/2019)","7.00% National Bank For Agriculture and Rural Development (20/03/2020) **","ICRA AA-","IND AA+","CRISIL AAA","IND AAA","CRISIL AAA","CARE AAA","ICRA AA","IND AAA","CRISIL AAA","CRISIL AAA","589.69","204.47","194.43","180.74","175.26","166.14","159.75","146.97","136.92","136.01","6.46","2.24","2.13","1.98","1.92","1.82","1.75","1.61","1.50","1.49",0,0,82.46,"N.A",17.25,0.23,"14.73","22.90","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","9,121.6","Jun-17","8,051.4","Mar-17","8,767.6","Dec-16","9,556.1","Dec-16","514.2","Sep-16","7,777.5","Jun-16","6,448.7","Mar-16","6,101.6","Dec-15","5,729.8","Sep-15","5,404.0","Jun-15","4,782.0","Mar-15","4,947.5","Dec-14","5,056.5","Sep-14","4,084.3","Jun-14","3,366.2","Mar-14","2,929.1","Dec-13","2,786.5","Sep-13","3,109.7","Jun-13","4,568.3","Mar-13","5,046.4","9,128.3","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Savings Fund - Retail (G)  ","Aditya Birla Sun Life Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Nov 22, 2001","0.4","1.3","3.0","6.8","8.2","8.4","8.8","106","94","76","66","43","39","25","1.6","2.2","2.2","2.4","1.9","1.9","2.0","2.0","2.3","2.1","1.8","2.5","2.2","2.1","2.0","1.3","1.8","1.9","2.3","2.4","7.0","9.2","8.9","9.6","9.2","325.59 (Jan 18, 18)","304.90 (Jan 18, 17)","7.70% Tata Power Company Limited (02/08/2019) **","8.05% Vodafone Mobile Services Limited (10/07/2018) ** #","8.12% Power Finance Corporation Limited (20/11/2019) (FRN) **","7.07% National Bank For Agriculture and Rural Development (01/06/2020) **","8.55% Reliance Jio Infocomm Limited (31/07/2018)","Dewan Housing Finance Corporation Limited (25/11/2018) (ZCB) **","9.05% Piramal Finance Limited (09/08/2019) **","7.07% National Bank For Agriculture and Rural Development (25/05/2020) **","8.10% Reliance Jio Infocomm Limited (29/04/2019)","7.00% National Bank For Agriculture and Rural Development (20/03/2020) **","ICRA AA-","IND AA+","CRISIL AAA","IND AAA","CRISIL AAA","CARE AAA","ICRA AA","IND AAA","CRISIL AAA","CRISIL AAA","2.12","0.74","0.70","0.65","0.63","0.60","0.57","0.53","0.49","0.49","6.46","2.24","2.13","1.98","1.92","1.82","1.75","1.61","1.50","1.49",0,0,82.46,"N.A",17.25,0.23,"14.73","22.90","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","33.2","Jun-17","33.6","Mar-17","35.0","Dec-16","36.2","Dec-16","503.8","Sep-16","38.1","Jun-16","41.9","Mar-16","44.9","Dec-15","47.9","Sep-15","52.6","Jun-15","56.3","Mar-15","60.8","Dec-14","67.6","Sep-14","77.2","Jun-14","88.3","Mar-14","107.6","Dec-13","126.0","Sep-13","158.6","Jun-13","218.8","Mar-13","313.8","32.8","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Savings Fund (Discipline Advantage Plan) ","Aditya Birla Sun Life Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",10000,"N.A.","N.A.","N.A.","N.A.","","Jun 22, 2009","0.4","1.3","3.0","6.8","8.2","8.4","8.7","113","94","76","66","43","39","44","1.6","2.2","2.2","2.3","1.9","1.9","2.0","2.0","2.3","2.0","1.8","2.5","2.2","2.1","1.9","1.3","1.8","1.9","2.3","2.4","7.0","9.2","8.9","9.5","8.9","192.54 (Jan 18, 18)","180.34 (Jan 18, 17)","7.70% Tata Power Company Limited (02/08/2019) **","8.05% Vodafone Mobile Services Limited (10/07/2018) ** #","8.12% Power Finance Corporation Limited (20/11/2019) (FRN) **","7.07% National Bank For Agriculture and Rural Development (01/06/2020) **","8.55% Reliance Jio Infocomm Limited (31/07/2018)","Dewan Housing Finance Corporation Limited (25/11/2018) (ZCB) **","9.05% Piramal Finance Limited (09/08/2019) **","7.07% National Bank For Agriculture and Rural Development (25/05/2020) **","8.10% Reliance Jio Infocomm Limited (29/04/2019)","7.00% National Bank For Agriculture and Rural Development (20/03/2020) **","ICRA AA-","IND AA+","CRISIL AAA","IND AAA","CRISIL AAA","CARE AAA","ICRA AA","IND AAA","CRISIL AAA","CRISIL AAA","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.46","2.24","2.13","1.98","1.92","1.82","1.75","1.61","1.50","1.49",0,0,82.46,"N.A",17.25,0.23,"14.73","22.90","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","0.0","Jun-17","0.0","Mar-17","0.0","Dec-16","0.0","Dec-16","178.9","Sep-16","0.0","Jun-16","0.0","Mar-16","0.0","Dec-15","0.0","Sep-15","0.0","Jun-15","0.0","Mar-15","0.0","Dec-14","0.0","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.0","Sep-13","0.0","Jun-13","0.0","Mar-13","0.0","0.0","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Sensex Exchange Traded Fund ","Aditya Birla Sun Life Mutual Fund","Index","Open-Ended","Dividend",5000,"N.A.","N.A.","N.A.","N.A.","","Jul 14, 2016","4.3","6.8","12.0","31.5","-","-","-","35","29","14","16","-","-","-","11.5","-","-","-","-","3.9","-","-","-","-","1.9","0.7","-","-","-","8.8","-5.6","-","-","-","31.8","-3.6","-","-","-","360.92 (Jan 17, 18)","270.97 (Jan 20, 17)","Bharti Airtel","Dr Reddys Labs","Infosys","Adani Ports","Tata Motors","ONGC","Asian Paints","Wipro","Tata Steel","M&M","Telecom","Pharmaceuticals","Technology","Engineering","Automotive","Oil & Gas","Chemicals","Technology","Metals & Mining","Automotive","0.81","0.64","0.61","0.59","0.57","0.56","0.55","0.54","0.52","0.52","7.12","5.61","5.38","5.21","5.04","4.90","4.86","4.76","4.58","4.53",97.6,0,0,"N.A",0,2.41,"28.36","51.99","44.38","Banking/Finance","Automotive","Technology","Metals & Mining","Pharmaceuticals","Engineering","18.28","15.23","10.87","8.90","8.63","7.79","30.98","12.28","12.94","2.76","6.73","5.71","30.98","12.28","12.94","2.76","6.73","5.71","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","11.0","Sep-17","15.8","Jun-17","22.4","Mar-17","20.8","11.4","Dec-29-2017","N.A"
"Aditya Birla Sun Life Short Term Fund - Direct Plan (Discipline Advantage Plan) ","Aditya Birla Sun Life Mutual Fund","Debt Short Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Mar 04, 2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00 ()","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.0",NA,"MODERATELY LOW"
"Aditya Birla Sun Life Short Term Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Debt Short Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.2","0.7","2.4","6.1","8.4","8.5","9.0","78","58","54","47","44","28","23","1.3","2.2","2.5","2.4","2.1","2.0","2.0","1.5","2.9","2.3","1.9","3.1","2.7","2.0","0.8","0.7","2.0","1.7","3.1","2.5","6.3","10.3","9.0","10.9","8.4","65.82 (Jan 17, 18)","61.84 (Feb 09, 17)","Government of India (25/11/2023)","8.10% Reliance Jio Infocomm Limited (29/04/2019)","8.55% Reliance Jio Infocomm Limited (31/07/2018)","7.85% Power Finance Corporation Limited (15/04/2019) **","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","8.48% Bajaj Finance Limited (23/04/2018) **","6.75% Rural Electrification Corporation Limited (26/03/2019) **","8.15% Vodafone Mobile Services Limited (10/07/2019) ** #","State Government Securities (31/03/2022)","8.85% Tata Capital Financial Services Limited (25/04/2018) **","SOV","CRISIL AAA","CRISIL AAA","CRISIL AAA","ICRA AAA(SO)","IND AAA","CRISIL AAA","IND AA+","SOV","CRISIL AA+","607.67","419.66","416.31","350.84","344.12","323.98","322.30","303.84","255.16","216.55","3.62","2.50","2.48","2.09","2.05","1.93","1.92","1.81","1.52","1.29",0,0,91.87,"N.A",4.43,3.81,"12.74","21.21","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","15,550.8","Jun-17","13,567.7","Mar-17","12,566.8","Dec-16","11,840.2","Dec-16","73.3","Sep-16","8,476.0","Jun-16","7,516.1","Mar-16","6,844.5","Dec-15","6,563.7","Sep-15","5,693.1","Jun-15","4,965.6","Mar-15","4,598.3","Dec-14","3,942.3","Sep-14","3,768.3","Jun-14","3,332.1","Mar-14","3,355.4","Dec-13","3,368.3","Sep-13","2,882.2","Jun-13","2,697.6","Mar-13","1,492.6","10,000.0","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Short Term Fund (Discipline Advantage Plan) ","Aditya Birla Sun Life Mutual Fund","Debt Short Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Mar 04, 2009","0.2","0.7","2.3","6.0","8.4","8.4","8.9","79","65","62","54","44","37","29","1.3","2.2","2.5","2.4","2.1","2.0","2.0","1.5","2.9","2.3","1.9","3.1","2.7","2.0","0.8","0.7","2.0","1.7","3.0","2.5","6.2","10.3","9.0","10.8","8.3","20.14 (Jan 17, 18)","18.95 (Feb 09, 17)","Government of India (25/11/2023)","8.10% Reliance Jio Infocomm Limited (29/04/2019)","8.55% Reliance Jio Infocomm Limited (31/07/2018)","7.85% Power Finance Corporation Limited (15/04/2019) **","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","8.48% Bajaj Finance Limited (23/04/2018) **","6.75% Rural Electrification Corporation Limited (26/03/2019) **","8.15% Vodafone Mobile Services Limited (10/07/2019) ** #","State Government Securities (31/03/2022)","8.85% Tata Capital Financial Services Limited (25/04/2018) **","SOV","CRISIL AAA","CRISIL AAA","CRISIL AAA","ICRA AAA(SO)","IND AAA","CRISIL AAA","IND AA+","SOV","CRISIL AA+","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.62","2.50","2.48","2.09","2.05","1.93","1.92","1.81","1.52","1.29",0,0,91.87,"N.A",4.43,3.81,"12.74","21.21","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","0.0","Jun-17","0.0","Mar-17","0.0","Dec-16","0.0","Dec-16","18.8","Sep-16","0.0","Jun-16","0.0","Mar-16","0.0","Dec-15","0.0","Sep-15","0.0","Jun-15","0.0","Mar-15","0.0","Dec-14","0.0","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.0","Sep-13","0.0","Jun-13","0.0","Mar-13","0.0","0.0","Dec-29-2017","MODERATELY LOW"
"Aditya Birla Sun Life Short Term Fund (G) ","Aditya Birla Sun Life Mutual Fund","Debt Short Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Mar 03, 1997","0.2","0.7","2.3","6.0","8.3","8.3","8.9","79","65","58","54","53","43","29","1.3","2.2","2.4","2.4","2.1","2.0","2.0","1.5","2.9","2.3","1.9","3.1","2.7","2.0","0.8","0.7","2.0","1.7","3.1","2.5","6.2","10.2","8.9","10.8","8.3","65.46 (Jan 17, 18)","61.58 (Feb 09, 17)","Government of India (25/11/2023)","8.10% Reliance Jio Infocomm Limited (29/04/2019)","8.55% Reliance Jio Infocomm Limited (31/07/2018)","7.85% Power Finance Corporation Limited (15/04/2019) **","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","8.48% Bajaj Finance Limited (23/04/2018) **","6.75% Rural Electrification Corporation Limited (26/03/2019) **","8.15% Vodafone Mobile Services Limited (10/07/2019) ** #","State Government Securities (31/03/2022)","8.85% Tata Capital Financial Services Limited (25/04/2018) **","SOV","CRISIL AAA","CRISIL AAA","CRISIL AAA","ICRA AAA(SO)","IND AAA","CRISIL AAA","IND AA+","SOV","CRISIL AA+","148.62","102.64","101.82","85.80","84.16","79.24","78.83","74.31","62.40","52.96","3.62","2.50","2.48","2.09","2.05","1.93","1.92","1.81","1.52","1.29",0,0,91.87,"N.A",4.43,3.81,"12.74","21.21","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","4,131.9","Jun-17","3,732.6","Mar-17","3,678.8","Dec-16","3,366.7","Dec-16","73.1","Sep-16","2,864.5","Jun-16","2,276.1","Mar-16","1,875.1","Dec-15","1,887.5","Sep-15","1,695.6","Jun-15","1,638.9","Mar-15","1,541.9","Dec-14","1,425.6","Sep-14","1,262.1","Jun-14","1,180.4","Mar-14","1,292.5","Dec-13","1,716.4","Sep-13","2,309.5","Jun-13","2,649.4","Mar-13","2,994.5","4,105.5","Dec-29-2017","MODERATELY LOW"
