DATE,GOLDAMGBD228NLBM
2017-06-30,1243.25
2017-07-03,1235.20
2017-07-04,1224.25
2017-07-05,1221.90
2017-07-06,1224.30
2017-07-07,1220.40
2017-07-10,1207.55
2017-07-11,1211.90
2017-07-12,1219.40
2017-07-13,1221.40
2017-07-14,1218.95
2017-07-17,1229.85
2017-07-18,1237.10
2017-07-19,1239.85
2017-07-20,1236.55
2017-07-21,1247.25
2017-07-24,1255.85
2017-07-25,1252.00
2017-07-26,1245.40
2017-07-27,1262.05
2017-07-28,1259.60
2017-07-31,1266.35
2017-08-01,1267.05
2017-08-02,1266.65
2017-08-03,1261.80
2017-08-04,1269.30
2017-08-07,1257.55
2017-08-08,1261.45
2017-08-09,1267.95
2017-08-10,1278.90
2017-08-11,1288.30
2017-08-14,1281.10
2017-08-15,.
2017-08-16,1270.15
2017-08-17,1285.90
2017-08-18,1295.25
2017-08-21,1287.60
2017-08-22,1285.10
2017-08-23,1286.45
2017-08-24,1285.90
2017-08-25,1287.05
2017-08-28,.
2017-08-29,1323.40
2017-08-30,1310.60
2017-08-31,1305.80
2017-09-01,1318.40
2017-09-04,1334.60
2017-09-05,1331.15
2017-09-06,1340.15
2017-09-07,1340.45
2017-09-08,1350.90
2017-09-11,1338.75
2017-09-12,1326.25
2017-09-13,1332.25
2017-09-14,1323.00
2017-09-15,1325.00
2017-09-18,1314.40
2017-09-19,1308.45
2017-09-20,1314.90
2017-09-21,1297.35
2017-09-22,1297.00
2017-09-25,1295.50
2017-09-26,1306.90
2017-09-27,1291.30
2017-09-28,1284.30
2017-09-29,1286.95
2017-10-02,1273.10
2017-10-03,1270.70
2017-10-04,1275.55
2017-10-05,1278.40
2017-10-06,1268.20
2017-10-09,1282.15
2017-10-10,1289.60
2017-10-11,1290.20
2017-10-12,1294.45
2017-10-13,1293.90
2017-10-16,1305.15
2017-10-17,1289.70
2017-10-18,1280.65
2017-10-19,1283.40
2017-10-20,1280.25
2017-10-23,1275.25
2017-10-24,1278.30
2017-10-25,1273.00
2017-10-26,1278.00
2017-10-27,1267.80
2017-10-30,1272.75
2017-10-31,1274.40
2017-11-01,1279.25
2017-11-02,1276.40
2017-11-03,1275.30
2017-11-06,1271.60
2017-11-07,1276.35
2017-11-08,1282.25
2017-11-09,1284.00
2017-11-10,1284.45
2017-11-13,1278.40
2017-11-14,1273.70
2017-11-15,1285.70
2017-11-16,1277.70
2017-11-17,1283.85
2017-11-20,1292.35
2017-11-21,1280.00
2017-11-22,1283.95
2017-11-23,1290.15
2017-11-24,1289.15
2017-11-27,1294.70
2017-11-28,1293.90
2017-11-29,1294.85
2017-11-30,1282.15
2017-12-01,1277.25
2017-12-04,1279.10
2017-12-05,1275.90
2017-12-06,1268.55
2017-12-07,1256.80
2017-12-08,1245.85
2017-12-11,1251.40
2017-12-12,1243.40
2017-12-13,1241.60
2017-12-14,1255.60
2017-12-15,1257.25
2017-12-18,1258.65
2017-12-19,1263.10
2017-12-20,1265.95
2017-12-21,1265.85
2017-12-22,1268.05
2017-12-25,.
2017-12-26,.
2017-12-27,1285.40
2017-12-28,1291.60
2017-12-29,1296.50
2018-01-01,.
2018-01-02,1312.80
2018-01-03,1314.60
2018-01-04,1313.70
2018-01-05,1317.90
2018-01-08,1318.80
2018-01-09,1314.95
2018-01-10,1321.65
2018-01-11,1319.85
2018-01-12,1332.90
2018-01-15,1343.00
2018-01-16,1334.95
